
0	0	0
-0.000849456	-1.43284e-05	-0.0003452
-0.00026728	-0.000379934	-9.98078e-05
-0.00180614	-0.000900926	-0.000459462
0.000421086	-0.000926735	0.000215501
0.00144121	-0.00214157	0.00139937
-0.000690357	-0.00298775	0.00130549
-0.00632469	0.00015668	-0.000474184
-0.0127586	0.0017386	-0.00203431
0.0900131	-0.090338	0.11215
0.154594	-0.120665	0.157505
0.159034	-0.123678	0.161559
0.149233	-0.123173	0.159591
0.143235	-0.122731	0.158518
0.137392	-0.121319	0.157399
0.131201	-0.120119	0.156319
0.123511	-0.119889	0.155376
0.119203	-0.118823	0.154935
0.112016	-0.11783	0.153606
0.10729	-0.118815	0.153366
0.0999877	-0.118135	0.152255
0.093633	-0.11564	0.15118
0.0863655	-0.114291	0.149874
0.0771131	-0.113217	0.148002
0.0667005	-0.111335	0.144932
0.0611121	-0.110631	0.14403
0.0557127	-0.111501	0.144185
0.0488024	-0.109827	0.142602
0.0402336	-0.109208	0.141163
0.0316338	-0.105935	0.139261
0.0229455	-0.106939	0.138269
0.012372	-0.104768	0.13588
0.00902768	-0.105269	0.135732
0.000135248	-0.104096	0.133626
-0.0126275	-0.102214	0.130883
-0.0181195	-0.10029	0.129641
-0.0255923	-0.0993864	0.128415
-0.0347334	-0.0972677	0.126215
-0.0419119	-0.0977575	0.125195
-0.0516399	-0.0974962	0.12275
-0.0610417	-0.0972549	0.120825
-0.0663723	-0.0931916	0.119752
-0.0733008	-0.0939104	0.118669
-0.081844	-0.0910957	0.116849
-0.0889962	-0.0902246	0.115815
-0.0977183	-0.0900085	0.114077
-0.106178	-0.0887883	0.112626
-0.11469	-0.0864918	0.110358
-0.124852	-0.0844081	0.107934
-0.131651	-0.0831312	0.106539
-0.137122	-0.0844197	0.106461
-0.148383	-0.083566	0.103814
-0.15452	-0.0836297	0.102829
-0.15951	-0.0845442	0.102347
-0.169952	-0.0819282	0.10031
-0.175718	-0.0810687	0.0997036
0.240177	-0.00725316	0.0564416
0.236521	-0.00523079	0.0553976
0.22646	-0.00605909	0.0535633
0.225797	-0.00638583	0.0542174
0.222972	-0.00626624	0.0539796
0.216173	-0.00548686	0.0529843
0.215705	-0.00563438	0.0533492
0.212157	-0.00522098	0.0527596
0.208337	-0.00511451	0.0522572
0.198427	-0.00446827	0.0500326
0.195221	-0.0034248	0.049479
0.190381	-0.00410334	0.048862
0.182606	-0.00165385	0.0469867
0.17334	-0.000689472	0.0450064
0.167378	-0.00120391	0.0437823
0.168568	0.00025146	0.0428943
0.16266	0.00104019	0.0418466
0.154702	0.00251742	0.039966
0.14811	0.00230786	0.0387214
0.141512	0.00296325	0.0369717
0.139531	0.00330185	0.0373693
0.134601	0.00313972	0.0361375
0.132922	0.00196958	0.0185361
0.124772	-0.000526235	-0.00499362
0.122459	-0.00159516	-0.0403306
0.115508	-0.00483968	-0.0703461
0.104627	-0.00589706	-0.0960917
0.0865658	-0.00705525	-0.122663
0.0830733	-0.0123856	-0.147857
0.0802733	-0.0127552	-0.184712
0.0598773	-0.00253385	-0.22598
0.0456934	-0.00338545	-0.248618
0.0298527	0.00235029	-0.287652
0.0109313	0.0124854	-0.32762
-0.00850699	0.0240041	-0.368219
-0.025	0.033954	-0.40814
-0.0427284	0.0462581	-0.448622
-0.0596541	0.0617238	-0.489749
-0.0722923	0.0724541	-0.529871
-0.0877707	0.0871221	-0.570279
-0.102953	0.101958	-0.61139
-0.119309	0.11968	-0.65374
-0.131611	0.132845	-0.69261
-0.144435	0.149895	-0.733889
-0.156918	0.169427	-0.775899
-0.166518	0.185274	-0.814968
-0.180153	0.202929	-0.857927
-0.190566	0.226907	-0.901427
-0.20127	0.245106	-0.942967
-0.208691	0.266078	-0.983857
-0.212915	0.289315	-1.02618
-0.217129	0.311493	-1.06709
-0.22066	0.335402	-1.10892
-0.224139	0.352754	-1.14817
-0.224836	0.373949	-1.18714
-0.227709	0.390375	-1.22394
-0.230341	0.410421	-1.26172
-0.236176	0.425133	-1.29715
-0.243335	0.445317	-1.32652
-0.243555	0.460275	-1.32703
-0.248771	0.472701	-1.32644
-0.250353	0.484813	-1.3263
-0.259411	0.500787	-1.32331
-0.273264	0.517435	-1.31653
-0.287635	0.535133	-1.30925
-0.304121	0.552135	-1.30197
-0.317391	0.565575	-1.29785
-0.329109	0.584138	-1.28932
-0.344253	0.598286	-1.24876
-0.344952	0.609163	-1.22839
-0.350746	0.618315	-1.20892
-0.363775	0.635588	-1.1666
-0.382633	0.646366	-1.12414
-0.460776	0.593789	-1.07016
-0.489196	0.597926	-1.02478
-0.502803	0.612619	-0.982311
-0.516856	0.62249	-0.942022
-0.530795	0.633994	-0.900296
-0.551642	0.636185	-0.856973
-0.570517	0.63911	-0.814974
-0.578996	0.6454	-0.778077
-0.594363	0.651092	-0.738428
-0.600459	0.66089	-0.704309
-0.618174	0.669962	-0.661971
-0.636718	0.67888	-0.620805
-0.635896	0.771534	-0.604406
-0.643856	0.784656	-0.570982
-0.651532	0.79379	-0.53673
-0.662762	0.798079	-0.499099
-0.670712	0.797829	-0.463058
-0.680641	0.795897	-0.426383
-0.688942	0.791956	-0.389505
-0.700203	0.79086	-0.351125
-0.708278	0.790856	-0.314402
-0.718472	0.78807	-0.27676
-0.729419	0.787372	-0.239085
-0.738139	0.785223	-0.20234
-0.748915	0.786364	-0.166519
-0.760239	0.787168	-0.131458
-0.768475	0.786306	-0.095145
-0.776183	0.785856	-0.0592663
-0.786683	0.786314	-0.023987
-0.793574	0.785499	0.0113472
-0.804491	0.786193	0.0466619
-0.819265	0.783174	0.0846097
-0.832239	0.783209	0.119703
-0.848821	0.782368	0.151866
-0.869436	0.778539	0.186872
-0.884401	0.780317	0.218266
-0.908058	0.773333	0.253263
-0.932133	0.764191	0.291744
-0.951525	0.752262	0.328542
-0.964194	0.758778	0.356818
-0.969999	0.836814	0.353898
-0.971075	0.839995	0.352693

